time,prec
57660,1.318685576734424e-06
57690,1.8371333680988755e-06
57720,3.3566393540240824e-06
57750,1.3183478131395532e-06
57780,1.7391644178132992e-06
57810,1.0692898513298132e-06
57840,1.6942314005063963e-06
57870,2.0694528757303488e-06
57900,1.4323134109872626e-06
57930,2.1508908503165003e-06
57960,4.4852018277197203e-07
57990,2.7817056889034575e-06
58020,2.282776449646917e-06
58050,2.300897676832392e-06
58080,2.440627440591925e-06
58110,5.121417871123413e-06
58140,1.8483939356883639e-06
58170,1.271562041438301e-06
58200,1.2218411029607523e-06
58230,1.8275702586834086e-06
58260,7.534286510235688e-07
58290,8.842260967867333e-07
58320,1.3479741483024554e-06
58350,1.1636118415481178e-06
58380,4.6646155169582926e-06
58410,2.388441998846247e-06
58440,3.1927122563502053e-06
58470,2.177966280214605e-06
58500,1.6175472410395741e-06
58530,1.1745022447939846e-06
58560,1.6181217006305815e-06
58590,2.518752808100544e-06
58620,1.499346581113059e-06
58650,2.0753270746354247e-06
58680,2.2063165943109198e-06
58710,2.381222657277249e-06
58740,1.433874899703369e-06
58770,2.3130082809075247e-06
58800,2.1127707441337407e-06
58830,3.039610646737856e-06
58860,1.675734665695927e-06
58890,2.596561671452946e-06
58920,3.979371285822708e-06
58950,1.8315638499188935e-06
58980,1.3854516964784125e-06
59010,2.4078794922388624e-06
59040,7.437312774527527e-07
59070,1.0803923942148685e-06
59100,1.6806893654575106e-06
59130,2.9001273560425034e-06
59160,2.429677351756254e-06
59190,1.9903779957530787e-06
59220,1.958704615390161e-06
59250,1.995736738535925e-06
59280,2.168922719647526e-06
59310,2.7981384391750908e-06
59340,3.432269295444712e-06
59370,1.1072202141804155e-06
